abakus;abacus;Abakus
ryzlink;Riesling;Riesling
sabat;Sabbath;Sabbat
sabina;sabina;sabina
sabinka;sabinka;Sabinka
sada;set;einstellen
sadba;seedling;Sämling
sad;sad;traurig
sadistka;sadist;Sadist
sadomasochistka;sadomasochist;Sadomasochist
sahara;sahara;Sahara
sachalin;sachalin;Sachalin
sacharasa;sucrose;Saccharose
sacharid;carbohydrate;Kohlenhydrat
sacharin;saccharin;Saccharin
sacharosa;sucrose;Saccharose
saigon;saigon;Saigon
sajda;sajda;sajda
sajdka;sajdka;sajdka
sajrajt;sajrajt;sajrajt
sajt;site;Seite? ˅
sakovina;sakovina;sakovina
sakristie;vestry;Sakristei
sakura;sakura;Sakura
salaam;salaam;salam
salajka;salajka;Salajka
salcburka;salzburg;salzburg
salcburk;salzburg;salzburg
saldokontistka;balance sheet driver;Bilanztreiber
salicyl;salicyl;Salicyl
saljut;salute;Gruß
salmiak;salmiak;Salmiak
salmonela;salmonella;Salmonellen
salmonelosa;salmonella;Salmonellen
salmonid;salmonid;Salmoniden
salon;salon;Salon
salvador;salvador;salvador
salvadorka;salvadorka;salvadorka
salva;salvo;Salve
salzburg;salzburg;salzburg
samara;samara;samara
samba;samba;Samba
samet;velvet;Samt
sametka;velvet;Samt
samice;female;weiblich
samizdat;samizdat;samizdat
samoaktivace;self-activation;Selbstaktivierung
samoa;samoa;Samoa
samohonka;samohonka;Samohonka
samohyb;self-propelled;selbstfahrend
samochodka;car;Wagen
samointerakce;self-interaction;Selbstinteraktion
samojka;samojka;Samojka
samolepka;sticker;Aufkleber
samomluva;soliloquy;Selbstgespräch
samoobsluha;supermarket;Supermarkt
samoorganizace;self-organization;Selbstorganisation
samopal;submachine gun;Maschinenpistole
samoregulace;self-regulation;Selbstregulierung
samorost;selfishness;Selbstsucht
samota;solitude;Einsamkeit
samotka;confinement;Gefangenschaft
samotok;samotok;samotok
samovar;samovar;Samowar
samovazba;solitary confinement;Einzelhaft
samovaz;samovaz;samovaz
samoznak;course;Kurs
samum;alone;allein
sanace;remediation;Sanierung
sandinistka;sandinist;Sandinist
sandra;sandra;Sandra
sanice;runner;Läufer
sanidin;sanidin;Sanidin
sanitace;sanitation;Hygiene
sanita;sanitary;sanitär
sanitka;ambulance;Ambulanz
sankce;sanctions;Sanktionen
sanskrt;Sanskrit;Sanskrit
sardel;anchovy;Anschovis
sardinie;Sardinia;Sardinien
sardinka;sardine;Sardine
sarkom;sarcoma;Sarkom
sarong;sarong;Sarong
sasanka;anemone;Anemone
saskie;Saxon;Sächsisch
satanistka;satanist;Satanist
satelit;satellite;Satellit
satira;satire;Satire
satisfakce;satisfaction;Zufriedenheit
saturace;saturation;Sättigung
saturejka;saturejka;saturjka
saturn;Saturn;Saturn
sauna;sauna;Sauna
sauvignon;sauvignon;Sauvignon
savana;savanna;Savanne
savka;savka;Savka
saxofon;saxophone;Saxophon
saxofonistka;saxophonist;Saxophonist
sazba;rate;Bewertung
sazenice;seedling;Sämling
saze;soot;Ruß
sazka;bet;Wette
sbor;choir;Chor
sboristka;chorister;Chorknabe
sborka;sborka;sborka
sborovna;sborovna;sborovna
scanner;scanner;Scanner
scat;scat;skat
scenerie;scenery;Landschaft
science;science;Wissenschaft
scientistka;scientist;Wissenschaftler
scifistka;scifist;Wissenschafter
scrapie;scrapie;Scrapie
screening;screening;Screening
seance;seance;Seance
seattle;seattle;Seattle
seba;myself;mich selber
sebeaplikace;self-application;Selbstanwendung
sebecit;sebecite;sebecit
sebedefinice;self-definition;Selbstdefinition
sebedistance;self-resistance;Selbstwiderstand
sebedomestikace;self-domestication;Selbstdomestikation
sebeevaluace;self-evaluation;Selbstauswertung
sebeidentifikace;self-identification;Selbstidentifikation
sebeironie;self irony;Selbstironie
sebejistota;confidence;Vertrauen
sebeklam;sebeklam;sebeklam
sebekontrola;self-control;Selbstkontrolle
sebekritika;self-criticism;Selbstkritik
sebekultivace;self-cultivation;Selbstkultivierung
sebeobdiv;self-admiration;Selbstbewunderung
sebeobrana;self defense;Selbstverteidigung
sebeobraz;self-image;Selbstbild
sebeobsluha;self-service;Selbstbedienung
sebeorganizace;self-organization;Selbstorganisation
sebeprojekce;self-projection;Selbstdarstellung
seberealizace;self-realization;Selbstverwirklichung
sebereflexe;self-reflection;Selbstreflexion
seberegulace;self-regulation;Selbstregulierung
sebestimulace;self-stimulation;Selbststimulation
sebetvorba;self-creation;Selbsterstellung
sebranka;sebranka;sebranka
secese;Art Nouveau;Jugendstil
secesionistka;secessionist;Sezessionist
sedan;sedan;Limousine
sed;sed;sed
sedimentace;sedimentation;Sedimentation
sediment;sediment;Sediment
sedimentologie;sedimentology;Sedimentologie
sedisvakance;sedisvakance;Sedisvakanz
sedlina;sediment;Sediment
sedma;seventh;siebte
sedmice;seven;Sieben
sedmiletka;seven years old;sieben Jahre alt
sedmina;seventh;siebte
sedminka;seven;Sieben
sedmistovka;sedmistovka;sedmistowka
sednice;seats;Sitze
segmentace;segmentation;Segmentierung
segment;segment;Segment
segregace;segregation;Abgrenzung
seismicita;seismicity;Seismizität
seismologie;seismology;Seismologie
seizmograf;seismograph;Seismograph
sejf;safe;sicher
sekanina;sekanina;Sekanina
sekanta;sekanta;Sekanta
sekce;section;Sektion
sekera;ax;Axt
sekerka;ax;Axt
sekeromlat;ax mills;Axtmühlen
sek;sec;Sek
sekrece;secretion;Sekretion
sekret;secret;Geheimnis
sekta;sect;Sekte
sekt;sect;Sekte
sektor;sector;Sektor
sekularizace;secularization;Säkularisierung
sekunda;sec;Sek
sekundistka;secondary;zweitrangig
sekvencer;sequencer;Sequenzer
sekvence;sequence;Reihenfolge
sekvoj;sequoia;Mammutbaum
sekyra;ax;Axt
sekyrka;hatchet;Beil
selanka;idyll;Idylle
selekce;selection;Auswahl
selektivita;selectivity;Selektivität
selektor;selector;Wähler
selenan;selenium;Selen
selen;selenium;Selen
selenid;selenide;Selenid
selfaktor;selfactor;Selbstdarsteller
selfmanagement;selfmanagement;Selbstverwaltung
selka;peasant woman;Bäuerin
semafor;traffic lights;Ampeln
semestr;semester;Semester
semetrika;semetrics;Semetrie
semifinalistka;semifinalist;Halbfinalist
semigrafika;semigraphics;Halbgrafik
semikomplement;semi-complement;Halbkomplement
semikonsonant;semiconsonant;Halbkonsonant
semily;semily;halbwegs
semimikroaparatura;semi-micro equipment;Semi-Mikro-Ausrüstung
seminaristka;seminarian;Seminarist
semtex;semtex;Semtex
senderistka;senderistka;Absenderistka
senegal;senegal;Senegal
senegalka;Senegalese;senegalesisch
senica;senica;senica
senilita;senility;Senilität
seninka;seninka;Seninka
seniorka;senior;Senior
senohraby;senohraby;senohraby
senomaty;senomaty;Senomatie
sensace;sensation;Sensation
sentence;sentence;Satz
sentimentalistka;sentimentalist;Sentimentalist
sentimentalita;sentimentality;Sentimentalität
sentiment;sentiment;Gefühl
senzace;sensation;Sensation
senzibilita;sensitivity;Empfindlichkeit
senzibilizace;sensitization;Sensibilisierung
senzitivita;sensitivity;Empfindlichkeit
senzomotorika;sensorimotor;Sensomotorik
senzor;sensor;Sensor
senzorika;sensory;sensorisch
senzualistka;sensualist;Sensualist
senzualita;sensuality;Sinnlichkeit
separabilita;separability;Trennbarkeit
separace;separation;Trennung
separatistka;separatist;Separatist
sepse;sepsis;Sepsis
septakord;seventh chord;siebter Akkord
septet;septet;Septett
septikemie;septicemia;Septikämie
septik;septic;septisch
septiliarda;septiliarda;Septiliarda
septilion;septilion;Septilion
septima;seventh;siebte
septonex;septonex;Septonex
sericit;sericit;Serizit
serotonin;serotonin;Serotonin
serpentima;serpentima;serpentima
serpentina;zigzag;Zickzack-
serpentinit;serpentinite;Serpentinit
server;server;Server
servilita;servility;Unterwürfigkeit
servis;service;Service
serviska;service;Service
servomotor;servo-motor;Servomotor
servopohon;servo drive;Servoantrieb
seskok;jump;springen
sesle;sesle;sesle
sestava;composition;Komposition
sestavovatelka;compiler;Compiler
sestra;sister;Schwester
sestup;descent;Abstammung
sesun;sesun;Saison
sesuv;sesuv;sesuv
setba;sowing;Aussaat
setbol;setbol;setbol
setina;hundredth;Hundertstel
setinka;setinka;setinka
setnina;centurion;Zenturio
sever;north;Norden
severin;severin;Severin
severka;severka;Severka
sevilla;sevilla;sevilla
sexappeal;sexappeal;Sexappeal
sexbomba;sex bomb;Sexbombe
sex;sex;Sex
sexistka;sexist;Sexist
sexshop;sexshop;Sexshop
sextakord;sextakord;Sextakord
sextant;sextant;Sextant
sexta;sixth;sechste
sextet;sextet;Sextett
sextiliarda;sextiliarda;Sextilarda
sextilion;sextilion;Sextil
sexualita;sexuality;Sexualität
sexuologie;sexology;Sexologie
sexyobjekt;sexy object;sexy Objekt
seychelanka;seychelalanka;seychelalanka
seychely;seychelles;Seychellen
seznam;list;aufführen
seznamka;dating;Datierung
sezona;season;Jahreszeit
sfalerit;sphalerite;Sphalerit
sfinga;sphinx;Sphinx
sfragistika;sphragistics;Spragistik
shareware;shareware;Shareware
sheffield;sheffield;Sheffield
shilling;shilling;Schilling
shluk;cluster;Cluster
shoda;conformity;Konformität
shon;bustle;Hektik
shop;shop;Geschäft
shoz;shoz;shoz
shyb;shyb;schüchtern
shybka;switch;schalten
schilling;schilling;Schilling
schizofrenie;schizophrenia;Schizophrenie
schizoidie;schizoidy;Schizoidie
schod;step;Schritt
scholastika;scholastic;Scholastiker
schovanka;hide and seek;Versteck spiel
siam;siam;Siam
sibyla;sibyl;Sibylle
siena;siena;Siena
sierra;sierra;Sierra
siesta;siesta;Siesta
sifilis;siphilis;Syphilis
sifon;chiffon;Chiffon
sigma;sigma;Sigma
signalistka;signalman;Signalmann
signalizace;signaling;Signalisierung
signatura;signature;Unterschrift
signorie;signature;Unterschrift
sichrhajcka;sichrhajcka;sichrhajcka
silan;silane;Silan
silenka;silenka;silenka
silice;essential oils;essentielle Öle
silicid;silicide;Silizid
silikofyt;silicocyte;Siliziumzyt
silikon;silicone;Silikon
silimanit;silimanite;Silimanit
silnice;road;Straße
silon;nylon;Nylon
silonka;nylon;Nylon
silozpyt;silo question;Silo-Frage
silueta;silhouette;Silhouette
silur;silur;Silber
silva;silva;Silva
silvestr;New Year's Eve;Silvester
silvie;silvie;silvie
simka;simka;simka
simona;simona;Simone
simonka;simonka;Simonka
simplex;simplex;Simplex
simplifikace;simplification;Vereinfachung
simulace;simulation;Simulation
simulantka;simulant;simulieren
sinaj;sinaj;sinaj
sinekura;sinecure;Sinekure
singapur;singapore;Singapur
singapurka;singapore;Singapur
singl;single;Single
singlistka;singlist;Singleliste
singlkanoistka;single player;Einzelspieler
singrovka;singrovka;singrowka
singularistka;singularist;Singularist
singularita;singularity;Singularität
sinice;cyanobacteria;Cyanobakterien
sinologie;sinology;Sinologie
sinusoida;sinusoid;sinusförmig
sinusovka;sinusovka;sinusowka
sionistka;Zionist;Zionist
sirka;width;Breite
sirnatan;sulphate;Sulfat
siroba;syrup;Sirup
sirota;orphan;verwaist
sirup;syrup;Sirup
sisal;sisal;Sisal
sitaristka;sitarist;Sitarist
situace;situation;Lage
sivka;sivka;sivka
sjednotitelka;unifier;Vereiniger
sjezd;downhill;bergab
sjezdovka;ski slope;Skipiste
skafandr;spacesuit;Raumanzug
skalice;vitriol;Vitriol
skalina;scale;Skala
skalka;rock;Felsen
skalpel;scalpel;Skalpell
skalp;scalp;Kopfhaut
skandalistka;scandalist;Skandalist
skanie;skanie;skanie
skansen;open-air museum;Freiluftmuseum
skanzen;open-air museum;Freiluftmuseum
skarifikace;scarification;Skarifizierung
skarna;skarna;skarna
skartace;shredding;Schreddern
skateboard;skateboard;Skateboard
skateboardistka;skateboarder;Skateboardfahrer
skat;tax;MwSt
skating;skating;skaten
skautka;Girl Guide;Mädchenführer
skazka;skazka;skazka
skejt;skate;Schlittschuh
skelet;skeleton;Skelett
skener;scanner;Scanner
skepse;skepticism;Skepsis
sketa;sketa;Sketa
skialpinistka;ski climber;Skikletterer
skibob;skibob;Skibob
skibobistka;ski bus;Skibus
skica;sketch;skizzieren
skif;skiff;Skiff
skladatelka;composer;Komponist
skladba;composition;Komposition
sklad;stock;Aktie
skladka;dump;entsorgen
skladnice;warehouse;Lagerhaus
sklenice;glass;Glas
sklenka;glass;Glas
sklep;cellar;Keller
sklepnice;cellars;Keller
skleroplastika;scleroplasty;Skleroplastik
sklerosa;sclerosis;Sklerose
sklerotizace;sclerosing;Sklerosierung
skloexport;glass export;Export von Glas
sklon;tilt;Neigung
sklotextit;glass text;Text aus Glas
sklovina;enamel;Emaille
skluzavka;slide;gleiten
skluz;chute;Rutsche
skluznice;skids;rutscht
skoba;clinch;Clinch
skobka;staple;Klammer
skokanka;jumper;Jumper
skok;jump;springen
skon;death;Tod
skop;skop;skop
skopje;skopje;skopje
skopovice;skopovice;skopovice
skorbut;scurvy;Skorbut
skotka;Scotswoman;Schottin
skrejpr;scraper;Schaber
skript;script;Skript
skriptka;script;Skript
skryt;hide;verstecken
skulina;loophole;Schlupfloch
skulinka;skulinka;skulinka
skulptura;sculpture;Skulptur
skupina;group;Gruppe
skupinka;group;Gruppe
skus;bite;beissen
skvadra;squadron;Geschwader
skvost;jewel;Juwel
skvrna;spot;Stelle
skvrnivka;spot;Stelle
skvrnka;mottle;gesprenkelt
slabika;syllable;Silbe
slabina;weakness;die Schwäche
slad;malt;Malz
sladovna;malt-house;Mälzerei
sladovnice;malt;Malz
slalom;slalom;Slalom
slang;slang;Slang
slanina;bacon;Speck
slap;waterfall;Wasserfall
slatina;moor;Moor
slavia;slavia;Slawien
slavie;slavie;Sklave
slavistika;Slavic studies;Slawische Studien
slavistka;slavistka;Slawistka
slavomam;delusions of grandeur;Größenwahn
slavonie;slavonia;Slawonien
sled;herring;Hering
slech;slech;schleichen
slepenina;gluing;Kleben
slepice;hen;Henne
slepka;blind;blind
slepota;blindness;Blindheit
slet;slet;slet
sleva;discount;Rabatt
slevenka;slevenka;slevenka
slezanka;spleen;Milz
slez;mallow;Malve
slezina;spleen;Milz
slib;promise;versprechen
slina;saliva;Speichel
slinivka;pancreas;Pankreas
slinka;clinker;Klinker
slintavka;foot;Fuß
slinutina;slinutina;slinutina
slipr;slipr;Slipr
slipy;briefs;Slip
slitina;alloy;Legierung
slivka;plum;Pflaume
slivovice;plum brandy;Pflaumen-Weinbrand
sliz;slime;Schleim
sliznatka;mucosa;Schleimhaut
sliznice;mucous membrane;Schleimhaut
slogan;slogan;Slogan
sloha;portfolio;Portfolio
sloh;style;Stil
sloj;seam;Naht
sloka;verse;Vers
slonice;elephants;Elefanten
slonovina;ivory;Elfenbein
slota;slot;Slot
slot;slot;Slot
sloupcovka;column;Säule
sloup;column;Säule
slovakistika;Slovak studies;Slowakische Studien
slovakistka;Slovak;slowakisch
slovakizace;Slovakization;Slowakisierung
slovakofarma;slovakofarma;slowakofarma
slovanistka;Slavic;Slawisch
slovanka;Slovak;slowakisch
slovart;slovart;slovart
slovenka;slovenka;slowenisch
slovinka;Slovenian;Slowenisch
slovnaft;slovnaft;langsam
slovosled;word order;Reihenfolge der Wörter
slovotvorba;word formation;Wortbildung
slowfox;slowfox;langsamfuchs
sluch;hearing;Hören
sluka;woodcock;Waldschnepfe
slum;slum;Slum
sluncovka;sunflower;Sonnenblume
slunka;the sun;Die Sonne
slunovrat;solstice;Sonnenwende
slupka;peel;schälen
slza;tear;zerreißen
smalt;enamel;Emaille
smaltovna;enamel;Emaille
smaragd;emerald;Smaragd
smetana;cream;Creme
smetanka;cream;Creme
smilka;smilka;smilka
smlouva;contract;Vertrag
smog;smog;SMOG
smoking;tuxedo;Smoking
smokink;smokink;rauchen
smola;pitch;Tonhöhe
smolinka;pitch;Tonhöhe
smolka;stoneblue;steinblau
smrad;stink;stinken
smradlavka;stink;stinken
smrk;spruce;Fichte
smrtholka;smrtholka;smrtholka
smrtka;Death;Tod
smyk;skid;Schleudern
smyrna;smyrna;Smyrna
smysl;meaning;Bedeutung
smysl;meaning;Bedeutung
snaha;effort;Anstrengung
snacha;daughter in law;Schwiegertochter
snak;snak;Schlange
snop;sheaf;Garbe
snos;snos;Schnäppchen
snoubenka;fiancee;Verlobte
snowboardistka;snowboarder;Snowboarder
sobota;Saturday;Samstag
sobotka;Saturday;Samstag
socialistka;socialist;Sozialist
socializace;socialization;Sozialisation
sociolekt;sociolect;soziolekt
sociolingvistika;sociolinguistics;Soziolinguistik
sociolingvistka;sociolinguist;Soziolinguist
sociologie;sociology;Soziologie
sociopsychologie;sociopsychology;Sozialpsychologie
sociotechnika;sociotechnics;Soziotechnik
socrealistka;socialist;Sozialist
soda;soda;Sprudel
sodoma;sodoma;Sodom
sodoma;sodoma;Sodom
sodovka;soda;Sprudel
sofie;sofie;sofie
sofistika;sophistry;Sophistik
sofistka;sophist;Sophist
softbal;softball;weicher Ball
softbalistka;softball player;Softballspieler
softball;softball;weicher Ball
software;software;Software
socha;statue;Statue
sochor;crowbar;Brecheisen
soja;soya;Soja
sojka;jay;Jay
soket;socket;Steckdose
sokl;plinth;Sockel
sokolka;sokolka;sokolka
sokolovna;sokolovna;sokolovna
solamyl;solamyl;Solamyl
solanka;brine;Sole
solar;solar;Solar-
soldateska;soldiers;Soldaten
solenoid;solenoid;Solenoid
sol;sol;Sol
solidarita;solidarity;Solidarität
solidifikace;solidification;Erstarrung
solipsistka;solipsistka;solipsistka
solistka;soloist;Solist
soliter;soliter;einsam
solmizace;solmization;Solmisierung
solnohrad;solnohrad;Solnohrad
sololit;hardboard;Hartfaserplatte
soluce;solution;Lösung
solux;solux;solux
somatologie;somatology;Somatologie
somatopedie;somatopedia;Somatopädie
somatrophin;somatrophin;Somatrophin
sonant;sonant;Sonant
sonatina;sonatina;Sonatine
sonda;probe;Sonde
sonet;sonnet;Sonett
song;song;Lied
sonograf;sonographer;Sonograph
sonora;sonora;Sonora
sonorizace;sonoration;Sonoration
sopka;volcano;Vulkan
sopouch;sopouch;sopouch
sopranistka;soprano;Sopran
sorabistka;sorabist;Sorabist
sorbalit;sorbalit;Sorbalit
sorban;sorban;Sorban
sorbent;sorbent;Sorptionsmittel
sorbit;sorbitol;Sorbit
sorbitol;sorbitol;Sorbit
sorta;sort;Sortieren
sortimentace;assortment;Sortiment
sortiment;range of products;Produktpalette
sosna;pine;Kiefer
soubor;file;Datei
soucit;compassion;Mitgefühl
soud;court;Gericht
souhlas;agreement;Zustimmung
souhra;interplay;Zusammenspiel
souhrn;summary;Zusammenfassung
souchotiny;consumption;Verbrauch
soukenice;draperies;Vorhänge
soukenka;soukenka;Soukenka
soukojenka;soukojenka;soukojenka
soukromnice;private;Privat
soulad;harmony;Harmonie
soul;soul;Seele
soumrak;dusk;Dämmerung
soundtrack;soundtrack;Tonspur
soupis;inventory;Inventar
soupiska;list;aufführen
soupisnice;list;aufführen
souprava;set;einstellen
souputnice;companions;Gefährten
sourozenka;sibling;Geschwister
sousedka;neighbor;Nachbar
soustava;system;System
soustruh;lathe;Drehbank
southport;southport;Südhafen
soutisk;trap;fangen
soutok;confluence;Zusammenfluss
souvrat;souvrat;souvrat
souvztah;relationship;Verhältnis
souzvuk;chord;Akkord
sova;owl;Eule
sovchoz;sovchoz;sowchos
sovice;owls;Eulen
spad;fallout;ausfallen
spaliny;flue gas;Rauchgas
spalovna;incinerator;Verbrennungsanlage
spam;spam;Spam
spartak;spartak;Spartak
sparta;sparta;Sparta
spasitelka;savior;Retter
spatra;offhand;nebenbei
specialistka;specialist;Spezialist
specialita;speciality;Spezialität
specialitka;specialty;Spezialität
specializace;specialization;Spezialisierung
specificita;specificity;Spezifität
specifikace;specifications;Spezifikationen
specifika;specifics;Besonderheiten
spektrofotometrie;spectrophotometry;Spektrophotometrie
spektrograf;spectrograph;Spektrograph
spektrografie;spectrography;Spektrographie
spektrogram;spectrogram;Spektrogramm
